jid,formula,band_gap,formation_energy_per_atom,energy_above_hull,structure_dict,symmetry,density
JVASP-20116,Tb2O3,4.03,-3.80367,0.0,"{'lattice_mat': [[8.747892703278223, 2.1950991e-09, -3.092847046269048], [-4.373946848333813, 7.575897606093384, -3.0928470462690485], [-9.931031e-10, -1.7201053e-09, 9.278542133189653]], 'coords': [[2.1868934659237773, 3.787817438851878, 1.546365882281764], [3.1404599227821115, 5.924403470374852, -4.441292364350945], [3.0004676656298748, 1.89397500000005, 4.441284864350944], [4.2339477428479695, 3.545471529625561, -1.3484445442856765], [-3.000472665629873, 5.681924999999949, 4.837250135649055], [6.700912257152031, 0.24247847037443926, 4.441284544285677], [5.3273841569633715, 2.1365413993100852, 1.7444744292492094], [-0.9534949227821112, 5.439446529625148, 1.3484373643509464], [-2.327023022854686, 7.333333600690357, -1.3483727505694774], [1.3735738658915355, 5.681924999999946, -1.3483730707507868], [0.14004302285468664, 4.030516399309643, 4.441212750569478], [1.2335308430366287, 1.6514086006899142, 7.53406057075079], [-2.1868219316725566, 3.787949999999975, -1.5464791178931818], [4.373945000000012, 1.893975e-14, -1.5462626464953995], [7.374311134108465, 1.893975000000053, -1.7444819292492124], [-7.653425123127336e-05, 0.0001325611481269757, 4.639215882106818], [-0.8697468244008667, 5.605769796535029, -1.0099234313699625], [0.006389217522862837, 3.4655000669633473, 2.2308815395081747], [-0.08154510415370371, 0.3224499330366318, 2.355244511279815], [-1.8669528464980887, 3.697345027824236, 5.448089630876139], [5.243809160368649, 1.970226190453055, 4.102845368469998], [0.8110394968584649, 2.0496647573956195, 5.323728834001427], [4.455424713258806, 7.253446220365297, 0.7374352264135139], [3.429165318838645, 1.8177238095469237, 6.66914064656788], [2.42548495002969, 4.019737008173908, 3.8302786150922628], [1.2713282161546502, 5.837460817720543, 1.0100069417064168], [3.5629850738697377, 5.526389182279532, -2.2308954432978383], [5.191455996756241, 5.5150146139854614, 3.9548003698699428], [6.240928458551624, 3.8786091955608595, -2.3554129861043323], [0.9448927110317087, 5.758080203464991, -3.5762126194180275], [-1.1018085702624683, 5.848835386014512, 3.5762930459180304], [-2.1412023765234616, 7.344112991826117, 1.0099979691197618], [4.367370807533901, 4.110403779634725, 0.8619487585486074], [-0.8174337143811748, 2.060735175641296, -0.8619638861180315], [6.51499808135473, 0.23184496086095427, 2.0829239681069036], [5.475772682374716, 1.7272148243587282, -0.4833650188948965], [3.102633743046303, 1.7382852426043043, 2.082924274136787], [1.948492950651728, 3.556105039139021, -0.7376050630939773], [2.0465782514239885, 7.485240804439066, 3.5762814876957543], [2.3272196065933204, 0.09060497217584046, -0.4833627390143523]], 'elements': ['Tb', 'Tb', 'Tb', 'Tb', 'Tb', 'Tb', 'Tb', 'Tb', 'Tb', 'Tb', 'Tb', 'Tb', 'Tb', 'Tb', 'Tb', 'Tb', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O'], 'abc': [9.27854, 9.278546, 9.27854], 'angles': [109.4712, 109.4712, 109.4712], 'cartesian': True, 'props': ['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']}",,7.904
JVASP-114147,PbCO3,0.0,0.17887,1.6647,"{'lattice_mat': [[3.6471081678195114, 0.0, 0.0], [-0.0, 3.6471081678195114, 0.0], [-0.0, -0.0, 3.6471081678195114]], 'coords': [[0.0, 0.0, 0.0], [1.8235548532890522, 1.8235548532890522, 1.8235548532890522], [1.8235548532890522, 1.8235548532890522, 0.0], [1.8235548532890522, 0.0, 1.8235548532890522], [0.0, 1.8235548532890522, 1.8235548532890522]], 'elements': ['Pb', 'C', 'O', 'O', 'O'], 'abc': [3.64711, 3.64711, 3.64711], 'angles': [90.0, 90.0, 90.0], 'cartesian': True, 'props': ['', '', '', '', '']}",,9.146
JVASP-115790,CaGaO3,0.0,-2.13719,0.2111,"{'lattice_mat': [[3.8623885560748845, -0.0, -0.0], [-0.0, 3.8623885560748845, -0.0], [0.0, 0.0, 3.8623885560748845]], 'coords': [[0.0, 0.0, 0.0], [1.9311937533542765, 1.9311937533542765, 1.9311937533542765], [1.9311937533542765, 1.9311937533542765, 0.0], [1.9311937533542765, 0.0, 1.9311937533542765], [0.0, 1.9311937533542765, 1.9311937533542765]], 'elements': ['Ca', 'Ga', 'O', 'O', 'O'], 'abc': [3.86239, 3.86239, 3.86239], 'angles': [90.0, 90.0, 90.0], 'cartesian': True, 'props': ['', '', '', '', '']}",,4.548
JVASP-114175,CaO3,1.944,-1.55555,0.0975,"{'lattice_mat': [[5.000513157444395, 0.6278285650560603, 0.5627193312368215], [-1.9468751995319213, -2.665707772327146, 0.2687908401434727], [1.1638411887057398, 1.3904168986351488, -4.093829102601189]], 'coords': [[3.3069229691981104, 0.6828540942815776, 0.5907209886073008], [2.502545683686328, -0.9902200217812963, -0.9064413003134552], [0.24844483915159113, -0.19043508094186898, -1.7333638434997278], [0.08407566085972443, -0.8058792943211037, -3.080603278215815]], 'elements': ['Ca', 'O', 'O', 'O'], 'abc': [5.071087, 3.311888, 4.477414], 'angles': [118.487, 78.8543, 132.0909], 'cartesian': True, 'props': ['', '', '', '']}",,3.04
JVASP-112422,Rb3MnO3,0.534,-1.63611,0.0,"{'lattice_mat': [[6.879763929968623, 0.0318843914397959, -0.0032771246924861], [-1.0454926886805822, 6.95670882599688, -0.0038518140220807], [0.0057549574039206, 0.0074951694335357, 11.822234653023779]], 'coords': [[-0.005692646128850848, 0.4866668110192561, 3.258053577873609], [5.845715565323781, 6.509418413627195, 8.557056113732493], [-0.5288511578634907, 3.9646273585888463, 2.6506299279672234], [6.368853549796253, 3.0314478919219927, 9.164471944930826], [3.1061797683576304, 3.526075293356503, 8.364352986030715], [3.6293240896002303, 0.04831748384731731, 9.363625418414806], [2.73382787520047, 3.4700146327179833, 3.450751205605303], [2.210701163533605, 6.947773428991002, 2.451473062874444], [1.6685809937161256, 4.506429406143126, 11.670591246343031], [2.188623501125551, 1.0245475978473746, 6.057546482291141], [3.6514069107859624, 5.971564291432037, 5.757556249644767], [4.171427999951182, 2.489641470478247, 0.1445151353214509], [5.437110677989482, 2.412765219733625, 5.867640899936974], [0.9285438127959718, 1.108628914703449, 11.78172896479649], [0.40294865474965424, 4.583316635163875, 5.947465715161355], [4.911465372435143, 5.88743278691354, 0.0333457496090981], [1.0346224088959535, 5.587435918518115, 4.525684901784175], [4.284265547936849, 4.889044688399073, 10.435688777278315], [4.805413708117742, 1.4086913971891386, 7.289400795408927], [1.5557463938534724, 2.107030892119379, 1.379420520470757], [6.0970796950848944, 0.6711806411700363, 10.959772047128896], [0.267741880261399, 2.8492067604402838, 5.050092448766868], [5.572293133189249, 4.146926240913614, 6.765025565854894], [-0.2570646462097145, 6.324892630602667, 0.8553393975965887], [1.2556364222270668, 5.40358050259544, 7.377216485373794], [4.5843861904536425, 1.5925258517270409, 4.437844273696527], [4.060152084514924, 5.068885381286619, 1.464955856197542], [1.7798558553157948, 1.9271845656031865, 10.35015424719907]], 'elements': ['Rb', 'Rb', 'Rb', 'Rb', 'Rb', 'Rb', 'Rb', 'Rb', 'Rb', 'Rb', 'Rb', 'Rb', 'Mn', 'Mn', 'Mn', 'Mn', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O'], 'abc': [6.879835, 7.034833, 11.822234], 'angles': [89.9996, 89.9993, 98.2812], 'cartesian': True, 'props': ['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']}",,4.215
JVASP-112425,VAgO3,1.326,-1.8136,0.0,"{'lattice_mat': [[8.916039081222905, -0.0271519392261051, 2.3135778209612847], [8.207071853755316, 3.4843165345581233, 2.3135778209612874], [-0.079794721087709, -0.0161105937867459, 8.055956555809283]], 'coords': [[5.449130916991155, 1.1001838283045817, 6.029387944616732], [14.938255429612404, 3.0160459883161175, 5.877318883016352], [11.61602475484033, 2.3452848126804033, 6.638474793751271], [2.176193869722597, 0.4393750767598125, 6.80063843104462], [4.314738653028208, 0.8711492709500294, 1.500220237751955], [-0.031038847024586515, -0.00626693577698577, 4.03887027098359], [7.678669204898551, 1.550329342763767, 9.069810610339209], [9.411334468243663, 1.9001561305905137, 3.5937006770045303], [16.543941137888005, 3.340235250146916, 6.408771725863914], [3.248818593459788, 0.6559389822029894, 4.88456338484564], [4.390505528501719, 0.8864464256795211, 7.331054179018857], [13.851649638630889, 2.7966592959964514, 7.738595499239026], [15.092624224901495, 3.047213247112757, 4.174460462935027], [12.66501830976336, 2.5570775419603975, 5.29111497625301], [1.9986636903729798, 0.4035315152935043, 8.501304474038335], [6.951966054844996, 1.4036074674171708, 6.7247714876175735], [0.563636990782502, 0.11379851943228847, 6.279084293085372], [11.102648505658888, 2.2416336346052077, 8.702360546525329], [5.987251137403036, 1.2088308360287525, 3.935957581516736], [10.112188487369824, 2.0416590443457614, 5.950783280192935]], 'elements': ['V', 'V', 'V', 'V', 'Ag', 'Ag', 'Ag', 'Ag', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O'], 'abc': [9.21136, 9.211359, 8.056371], 'angles': [76.0206, 76.0206, 22.4254], 'cartesian': True, 'props': ['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']}",,5.435
JVASP-115988,CuSnO3,0.0,-0.63835,0.7319,"{'lattice_mat': [[4.027204022201029, 0.0, -0.0], [-0.0, 4.027204022201029, -0.0], [0.0, 0.0, 4.027204022201029]], 'coords': [[0.0, 0.0, 0.0], [2.013599794517166, 2.013599794517166, 2.013599794517166], [0.0, 2.013599794517166, 2.013599794517166], [2.013599794517166, 0.0, 2.013599794517166], [2.013599794517166, 2.013599794517166, 0.0]], 'elements': ['Cu', 'Sn', 'O', 'O', 'O'], 'abc': [4.0272, 4.0272, 4.0272], 'angles': [90.0, 90.0, 90.0], 'cartesian': True, 'props': ['', '', '', '', '']}",,5.854
JVASP-112445,HfCrO3,0.035,-2.76591,0.2219,"{'lattice_mat': [[4.842573354755428, -0.0, 3e-16], [8e-16, 5.299979870805434, 3e-16], [-0.0, -0.0, 9.191920503221997]], 'coords': [[0.2237703257760935, 5.049618757348906, 6.89394], [2.197514674223906, 2.399628757348908, 6.89394], [2.645055325776093, 2.900351242651094, 2.29798], [4.618799674223908, 0.2503612426510925, 2.29798], [0.0, 2.64999, 4.59596], [2.421285, 0.0, 4.59596], [0.0, 2.64999, 0.0], [2.421285, 0.0, 0.0], [3.4396314702605917, 1.4852308428168999, 3.6726599628096883], [3.4396314702605917, 1.4852308428168999, 0.9233000371903113], [1.4029385297394081, 3.8147491571831, 8.268619962809687], [1.4029385297394081, 3.8147491571831, 5.519260037190312], [1.018346470260592, 1.1647591571830993, 8.268619962809687], [1.5305467355389697, 4.6220015097806595, 2.29798], [3.9518317355389714, 3.3279684902193396, 6.89394], [3.312023264461029, 0.6779837901993278, 6.89394], [3.8242235297394087, 4.1352208428169, 0.9233000371903113], [0.89073826446103, 1.9720062098006717, 2.29798], [1.018346470260592, 1.1647591571830993, 5.519260037190312], [3.8242235297394087, 4.1352208428169, 3.6726599628096883]], 'elements': ['Hf', 'Hf', 'Hf', 'Hf', 'Cr', 'Cr', 'Cr', 'Cr', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O'], 'abc': [4.84257, 5.29998, 9.19192], 'angles': [90.0, 90.0, 90.0], 'cartesian': True, 'props': ['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']}",,7.841
JVASP-114399,SrTaO3,0.0,-3.1393,0.0191,"{'lattice_mat': [[4.05495595185253, 0.0, -0.0], [-0.0, 4.05495595185253, -0.0], [0.0, 0.0, 4.05495595185253]], 'coords': [[2.0274785765695436, 2.0274785765695436, 2.0274785765695436], [0.0, 0.0, 0.0], [0.0, 2.0274785765695436, 0.0], [0.0, 0.0, 2.0274785765695436], [2.0274785765695436, 0.0, 0.0]], 'elements': ['Sr', 'Ta', 'O', 'O', 'O'], 'abc': [4.05496, 4.05496, 4.05496], 'angles': [90.0, 90.0, 90.0], 'cartesian': True, 'props': ['', '', '', '', '']}",,7.884
JVASP-114405,YZrO3,0.0,-3.04884,0.596,"{'lattice_mat': [[4.107300773835973, 0.0, -0.0], [-0.0, 4.107300773835973, -0.0], [0.0, 0.0, 4.107300773835973]], 'coords': [[0.0, 0.0, 0.0], [2.0536507782133144, 2.0536507782133144, 2.0536507782133144], [0.0, 2.0536507782133144, 2.0536507782133144], [2.0536507782133144, 0.0, 2.0536507782133144], [2.0536507782133144, 2.0536507782133144, 0.0]], 'elements': ['Y', 'Zr', 'O', 'O', 'O'], 'abc': [4.1073, 4.1073, 4.1073], 'angles': [90.0, 90.0, 90.0], 'cartesian': True, 'props': ['', '', '', '', '']}",,5.467
JVASP-111656,MnTeO3,0.81,-1.26491,0.1534,"{'lattice_mat': [[5.482206578730066, -2.9159432333e-06, -3.39421612e-06], [-1.82930767004e-05, 6.123265789312652, -1.69678442373e-05], [-6.32138278621e-05, -1.6433985171e-05, 7.768129462772547]], 'coords': [[-1.3044255387130949e-05, 3.06164281099393, 3.8840574301628252], [2.7410249451104205, 2.069262921951964e-05, 1.5423639727307794e-05], [4.432869272029119e-05, 3.0617181561713975, -2.0140490121894364e-06], [2.741042946985536, -4.83128165375324e-05, 3.8840678544871703], [0.07274839097296536, 6.044657041201879, 5.8260920653258825], [2.6682459427598615, 2.982944625261959, 5.826099080705428], [2.8139639877037643, 3.1402264847895434, 1.9420409971512071], [5.409324812415993, 0.07864581780711756, 1.942043504978369], [3.4918732229837692, 1.9555850494212028, 3.3463826892713557], [3.4918979331058244, 1.9556425797679717, 0.5376436340129183], [1.990266271943752, 4.167577496256771, 7.230456922737902], [1.9903210096715007, 4.167538279822141, 4.4217034426210615], [0.7506819256206863, 1.1060205129883762, 7.23045389835454], [1.8092881291376035, 5.761905409204487, 1.942018711594782], [4.55045329932784, 3.422990440618526, 5.8260832546533905], [3.672791366469081, 0.36134242226232416, 5.826111345016591], [4.731407248277846, 5.017349386377374, 0.5376398318148562], [0.9317821157145907, 2.7002387671191066, 1.9420311223621576], [0.7506907772796603, 1.1059701128854762, 4.421694908229294], [4.7313398722720015, 5.017288350507677, 3.3463558969096066]], 'elements': ['Mn', 'Mn', 'Mn', 'Mn', 'Te', 'Te', 'Te', 'Te', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O'], 'abc': [5.48221, 6.12327, 7.76813], 'angles': [90.0003, 90.0004, 90.0002], 'cartesian': True, 'props': ['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']}",,5.872
JVASP-114450,Ba2AuO3,0.0,-2.05673,0.0,"{'lattice_mat': [[-1.8858457489516487, 2.2262098313932484, 6.7049662580662295], [1.8858457489516487, -2.2262098313932484, 6.7049662580662295], [1.8858457489516487, 2.2262098313932484, -6.7049662580662295]], 'coords': [[1.8858490664905112, 4.2098046721711054e-16, 1.9560442254620158], [-5.217160135801656e-16, 2.2262083321154056, 4.748930995288111], [3.3395498732412674e-17, 2.226208332115405, 8.498103054780302e-17], [0.0, 0.0, 0.0], [1.8858490664905116, -2.451533475579834e-16, 4.598163684297489], [3.3395498732412674e-17, 2.226208332115405, 2.1068115364527316]], 'elements': ['Ba', 'Ba', 'Au', 'O', 'O', 'O'], 'abc': [7.312254, 7.312254, 7.312254], 'angles': [150.1087, 144.5499, 47.0317], 'cartesian': True, 'props': ['', '', '', '', '', '']}",,7.663
JVASP-112514,Li2CeO3,2.034,-2.83023,0.0565,"{'lattice_mat': [[5.603880048886581, -0.2656362605458885, 0.8589970825636102], [-3.228166583198121, 4.588352071969722, 0.858997082563611], [-0.2494757100109702, -0.4539320973702084, 5.58687688851164]], 'coords': [[3.534914025429983, 0.4281582393247446, 5.04916], [0.31876848076828157, 2.195713711987657, 5.0491600000000005], [-1.4086840254299826, 3.4406217606752536, 2.2557199999999997], [1.80746151923172, 1.6730662880123457, 2.2557200000000006], [-2.5193892680558005, 3.755531572078418, 5.0491600000000005], [4.6456192680558015, 0.11324842792158461, 2.25572], [2.3568006127410177, 2.754828725113645, 3.9412821334150556], [1.186991325252118, 3.6932626701465927, 1.1478421334150546], [-1.614085, 2.294175, 0.4295], [1.1887186747478817, 0.6294473298534078, 0.5701578665849446], [2.6772, -0.359785, 3.22294], [-0.23057061274101695, 1.1139512748863547, 3.363597866584943]], 'elements': ['Li', 'Li', 'Li', 'Li', 'Ce', 'Ce', 'O', 'O', 'O', 'O', 'O', 'O'], 'abc': [5.675554, 5.675554, 5.61084], 'angles': [83.6507, 83.6507, 125.2071], 'cartesian': True, 'props': ['', '', '', '', '', '', '', '', '', '', '', '']}",,4.68
JVASP-111709,SrMnO3,0.448,-2.49976,0.0237,"{'lattice_mat': [[5.462475783673585, 7.0700171e-09, -0.0], [-2.7312383795784414, 4.730641766315527, -0.0], [0.0, -0.0, 13.483434415380458]], 'coords': [[0.0, 0.0, 3.3708575], [0.0, 0.0, 10.1125725], [-2.731239973726645e-06, 3.153761576879985, 5.525512834543497], [2.731242731239974, 1.5768784231200152, 7.957917165456508], [2.731242731239974, 1.5768784231200152, 12.267227834543492], [-2.731239973726645e-06, 3.153761576879985, 1.216202165456503], [-2.731239973726645e-06, 3.153761576879985, 11.379230381040358], [2.731242731239974, 1.5768784231200152, 2.10419961895964], [2.731242731239974, 1.5768784231200152, 4.637515381040359], [0.0, 0.0, 0.0], [0.0, 0.0, 6.741715], [-2.731239973726645e-06, 3.153761576879985, 8.845914618959643], [-1.3848161084036013, 3.953282863248069, 7.845722113469567], [4.116056108403601, 0.7773571367519295, 1.1040071134695681], [1.384821570883161, 3.9532828632473307, 12.379422886530433], [2.7312404200551756e-06, 1.5547095428646125, 12.379422886530433], [-1.3848161084036013, 3.953282863248069, 12.379422886530433], [1.384821570883161, 3.9532828632473307, 7.845722113469567], [2.7312404200551756e-06, 1.5547095428646125, 7.845722113469567], [1.346418429116839, 0.7773571367526699, 5.63770788653043], [3.9840202092715806, 2.3001688514408105, 3.3708575], [4.116056108403601, 0.7773571367519295, 5.63770788653043], [-1.252780209271581, 2.43047114855919, 10.1125725], [-2.73125507065511e-06, 4.600342433547724, 10.1125725], [1.2527747468066701, 2.430471148533076, 10.1125725], [2.73123726875958, 3.1759304571353892, 1.1040071134695681], [2.7312427312550707, 0.13029756645227614, 3.3708575], [1.4784652531933296, 2.3001688514669247, 3.3708575], [2.73123726875958, 3.1759304571353892, 5.63770788653043], [1.346418429116839, 0.7773571367526699, 1.1040071134695681]], 'elements': ['Sr', 'Sr', 'Sr', 'Sr', 'Sr', 'Sr', 'Mn', 'Mn', 'Mn', 'Mn', 'Mn', 'Mn', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O'], 'abc': [5.46248, 5.462474, 13.48343], 'angles': [90.0, 90.0, 120.0], 'cartesian': True, 'props': ['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']}",,5.449
JVASP-116191,NaIO3,0.0,-0.37969,0.6338,"{'lattice_mat': [[3.1815275938054626, 1.5628535645438406, 2.8773796798601263], [-3.348891320571772, 1.9334833054834901, 2.8193980573161146], [0.2372929076731349, -3.536710501333545, 2.877379679851815]], 'coords': [[1.2878987281685628, -0.7435678110553657, -1.0506200544023232], [1.933977846818625, -1.1165900831672477, 4.460653880035471], [-0.5898740161066752, 1.6507987925512464, 3.5309212842740445], [-0.7882005992428898, 0.45505975634045165, 4.146219209048347], [-1.7245771480773047, -0.3145622135149451, 3.5309212973971897]], 'elements': ['Na', 'I', 'O', 'O', 'O'], 'abc': [4.565517, 4.785648, 4.565516], 'angles': [88.742, 80.3141, 88.7421], 'cartesian': True, 'props': ['', '', '', '', '']}",,3.343
JVASP-111724,YbTiClO3,0.0,-2.78655,0.2189,"{'lattice_mat': [[4.9928860797388905, -0.0159107128828969, 1.485345217796714], [3.5038790640878275, 3.556963967724115, 1.4853452156990903], [0.0531312321092087, 0.0221426059553427, 10.155659049135425]], 'coords': [[2.4277931893219407, 1.011788455299466, 2.7488217300933866], [6.12210681067806, 2.5514015447005343, 10.37753826990661], [7.554605195831418, 3.148399590290071, 7.010359563903103], [0.9952948041685822, 0.4147904097099302, 6.116000436096897], [5.182652080728691, 2.1598829147063583, 2.8531338878163117], [3.367247919271306, 1.4033070852936416, 10.273226112183686], [7.2557288320827515, 3.023842472695411, 5.186620923887484], [1.2941711679172487, 0.5393475273045898, 7.939739076112516], [5.631514386771034, 2.3469464672919247, 7.579141318873415], [2.918385613228966, 1.2162435327080758, 5.547218681126584], [7.793063903729178, 3.247777453624778, 9.040049987246396], [0.7568360962708228, 0.3154125463752228, 4.086310012753604]], 'elements': ['Yb', 'Yb', 'Ti', 'Ti', 'Cl', 'Cl', 'O', 'O', 'O', 'O', 'O', 'O'], 'abc': [5.209172, 5.209165, 10.155823], 'angles': [73.1334, 73.1334, 43.6201], 'cartesian': True, 'props': ['', '', '', '', '', '', '', '', '', '', '', '']}",,5.597
JVASP-111790,NdGa2Co3,0.0,-0.29836,0.0669,"{'lattice_mat': [[8.958069251639392, -1.1148533e-09, -0.0], [-4.479033127740657, 7.757916212134617, 0.0], [0.0, 0.0, 3.9927168561431894]], 'coords': [[-1.1456999568854797e-06, 5.171949252639975, 0.0], [0.0, 0.0, 0.0], [4.479041145699957, 2.585970747360025, 0.0], [2.3317105478399385, 1.3462138728710824, 1.99636], [6.626361187436711, 1.3462138728714819, 1.99636], [4.479038264723445, 5.06549225425738, 1.99636], [1.7352765549306254e-06, 2.6924277457426196, 1.99636], [-2.147321187436711, 6.411706127128519, 1.99636], [2.147329452160059, 6.411706127128919, 1.99636], [4.479035, 0.0, 1.99636], [3.091883856816165, 6.330462720000001e-13, 0.0], [-1.5459402026541864, 2.6776512809648527, 0.0], [2.9330963458380213, 5.080268719034514, 0.0], [-2.933089797345813, 5.080268719035146, 0.0], [1.5459436541619773, 2.677651280965486, 0.0], [5.866186143183837, -6.330462720000001e-13, 0.0], [2.2395199999999997, 3.87896, 1.99636], [-2.239515, 3.87896, 1.99636]], 'elements': ['Nd', 'Nd', 'Nd', 'Ga', 'Ga', 'Ga', 'Ga', 'Ga', 'Ga', 'Co', 'Co', 'Co', 'Co', 'Co', 'Co', 'Co', 'Co', 'Co'], 'abc': [8.95807, 8.958071, 3.99272], 'angles': [90.0, 90.0, 120.0], 'cartesian': True, 'props': ['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']}",,8.267
JVASP-114501,LaBO3,1.929,-2.44889,0.8564,"{'lattice_mat': [[3.618725485809981, 0.0, 0.0], [-0.0, 3.618725485809981, 0.0], [-0.0, -0.0, 3.618725485809981]], 'coords': [[0.0, 0.0, 0.0], [1.8093668160393495, 1.8093668160393495, 1.8093668160393495], [1.8093668160393495, 1.8093668160393495, 0.0], [1.8093668160393495, 0.0, 1.8093668160393495], [0.0, 1.8093668160393495, 1.8093668160393495]], 'elements': ['La', 'B', 'O', 'O', 'O'], 'abc': [3.61873, 3.61873, 3.61873], 'angles': [90.0, 90.0, 90.0], 'cartesian': True, 'props': ['', '', '', '', '']}",,6.928
JVASP-114503,SrB2O3,0.0,-1.50105,1.164,"{'lattice_mat': [[2.4701405753644017, -4.0154896488265654, 0.0], [2.4701405753644017, 4.0154896488265654, 0.0], [0.0, 0.0, 4.186160707362867]], 'coords': [[0.0, 0.0, 2.093079750557402], [2.4701415825724538, -1.3488343690217897, 0.0], [2.4701415825724538, 1.3488343690217897, 0.0], [2.470141582572436, 2.6398435937990747, 0.0], [2.470141582572436, -2.6398435937990747, 0.0], [2.4701415825724538, -2.3945360118662796e-17, 0.0]], 'elements': ['Sr', 'B', 'B', 'O', 'O', 'O'], 'abc': [4.71442, 4.71442, 4.18616], 'angles': [90.0, 90.0, 116.8043], 'cartesian': True, 'props': ['', '', '', '', '', '']}",,3.144
JVASP-116260,MgAlO3,0.0,-2.48324,0.4122,"{'lattice_mat': [[2.6452490840355076, -2.667361016142064, 0.0963248822423664], [2.6452490840355076, 2.667361016142064, 0.0963248822423664], [-0.593291395047179, 0.0, 3.7058319617454427]], 'coords': [[2.197216820979134, 1.0084884023231149e-16, 2.594471384387296], [-0.41824326961142616, 5.509651494657959e-18, 3.5306587010914225], [0.9042116230321414, -1.3571635320818969, 3.4252858881455994], [0.9042116230321414, 1.3571635320818969, 3.4252858881455994], [-0.0030791064139018515, -1.2057076648757664e-17, 1.6420409897963337]], 'elements': ['Mg', 'Al', 'O', 'O', 'O'], 'abc': [3.75785, 3.75785, 3.753021], 'angles': [94.9318, 94.9318, 90.4389], 'cartesian': True, 'props': ['', '', '', '', '']}",,3.134
JVASP-114505,Sr2BO3,0.0,-2.22741,0.6941,"{'lattice_mat': [[-1.8501750398369405, 1.8501750398369405, 8.239534593618375], [1.8501750398369405, -1.8501750398369405, 8.239534593618375], [1.8501750398369405, 1.8501750398369405, -8.239534593618375]], 'coords': [[7.365541213408878e-17, -7.365541213408878e-17, 10.362958585368393], [4.2347328927001726e-17, -4.2347328927001726e-17, 6.116107030506851], [0.0, 0.0, 0.0], [3.041121814581026e-17, -3.041121814581026e-17, 8.239532807879955], [4.227097944155389e-18, -4.227097944155389e-18, 1.3113005365226027], [4.616084113296064e-18, -4.616084113296064e-18, 15.167765079237315]], 'elements': ['Sr', 'Sr', 'B', 'O', 'O', 'O'], 'abc': [8.645009, 8.645009, 8.645009], 'angles': [155.2843, 155.2843, 35.2356], 'cartesian': True, 'props': ['', '', '', '', '', '']}",,3.445
